text,location
"""I hope that as you commemorate Passover this week, you experience the love &amp; grace of the God who brings freedom."" ",
In the Pittsburgh area? RSVP to be a part of an election-eve Kasich homecoming event in McKees Rocks on Monday!,
WMUR poll shows John Kasich is the only GOPer defeating Hillary Clinton in swing state New Hampshire. #NotEvenClose,
Compare and contrast.,
"Who's ready to lead our nation as Commander-in-Chief? 

Only Kasich. ",
"Kasich 50, Clinton 36
Trump 31, Clinton 50
Cruz 34, Clinton 48 ",
"""[Harriet Tubman] wasnt some big shot. She became a big shot because of what she did."" ",
"Opportunity is happening in Ohio. Let's make it happen for America.

Join the team!  ",
"The first 100 Days in less than 90 seconds.

#Kasich4Us
",
Today Gov. Kasich picked up his 50th newspaper endorsement!,
Cutting taxes across the board stimulates economic growth. Raising them will only stifle it. -John,
"""A Kasich general election candidacy would signal a GOP getting serious about what it stands   ",
"BIG news in Ohio. 10,478 new businesses were created last month. A new all-time record!  ",
"The more you 

#Kasich4Us ",
"Now that Cruz is now mathematically eliminated, the only diff between him and Kasich is Kasich can defeat Clinton.
",
LIVE: Watch John Kasich answer questions from the  editorial board studio at,
"In head-to-head polls vs. Hillary Clinton, only John Kasich consistently wins. And wins big. 

15 polls in a row. ",
"15 in a row for John Kasich.

Meanwhile, Trump and Cruz are losing.

The presidency is too important to give away.
",
"Going forward, polls show John Kasich is consistently the best candidate to take on Trump. 2nd in CT, MD, NJ. And 2nd tonight in NY.",
"America, let's choose leadership that serves.

Join us and keep our campaign going strong. 
",
"Hey New York, there's just a few hours left to vote for John Kasich! Grab your friends &amp; family and go vote! ",
This is the 15th poll in a row showing John Kasich defeating Hillary Clinton.,
"Gov.  makes ""the case for Kasichand his reasons are compelling."" ",
John Kasich answers the call.,
"New York, we're facing some big challenges. We need a president who's ready on day one. 

#Kasich4Us ",
"""Don't let anyone tell you John Kasich can't win the Republican nomination."" ",
"Are you ready, New York?

Tomorrow is election day! Find your voting location here:  ",
John Kasich's Community-Police Initiative is encouraging greater understanding because #ChangeStartsHereOhio. Visit:,
"John Kasich gains the support of ""one of the most iconic names in New York political history."" ",
"And against John Kasich she doesn't stand a chance. 

14 straight polls showing victory:  ",
"""The whole point of this is to win the White House. Gov. Kasich has the best shot of doing that."" 

",
Honored to have the endorsement of such a passionate public servant in the tradition of his great-grandfather.,
"""This years key number isnt 1,237. Its 270."" ",
"Experience that's made a difference.

#Kasich4Us ",
"It's what we need in a president. 

====

Be a part of our team. Sign up at  ",
"Want to pitch in but can't travel? Support our campaign from home! 
Here's how:  ",
. knows defeating Hillary Clinton is essential. That's why he's endorsed John Kasich for president.,
Thank you Gov.  for your words of support!,
"Can you join our volunteers on the ground in Pennsylvania? 
Sign up today!  ",
Our team out-hustled the other campaigns &amp; just secured the plurality of delegates that will represent IN at the convention. Strong work!,
NEW JOBS REPO: Ohio was 1 of the top priv sector job creators last month. OH up 427k since Gov. Kasich took office,
RSVP today! #Kasich4Us,
RSVP today! #Kasich4Us,
Here's info on Gov. Kasich statewide initiative to help campuses w/ new strategies to fight against sexual violence.,
John Kasich's last budget targeted $2 million to help stop sexual assaults on campuses.,
OH Alliance to End Sexual Violence thanked Gov. Kasich for providing 1st-ever state funding for rape-crisis centers.,
"Victims needs to know we're doing everything we can to have their backs, and that's happening in Ohio under John Kasich's leadership. 3/3",
That's why John Kasich has worked so hard to provide campuses with the tools they need to make sure victims have the necessary support. 2/3,
"Only one person is at fault in a sexual assault, and that's the assailant. 1/3",
"Watch a live stream of Gov. Kasich's town hall in Utica, NY NOW at ",
"The Syracuse Post-Standard endorses Kasich saying ""we are deciding who will represent us to the rest of the world."" ",
"What happens when liberal Democrats sweep from the Senate to the Statehouse?

Ted Cruz is the ""worst-case scenario"".
",
#DadJokes,
"Gov. Kasich is holding a town hall event NOW in Watertown, NY. Watch the live stream at ",
"Catch this last night?  endorsed John Kasich noting Kasich is the ONLY candidate who defeats Clinton.
",
"""We risk losing everything from White House to the courthouse to the  ",
"14 of them.

In a row. ",
"Tonight's CBS News poll is the 14th straight that shows John Kasich defeating Hillary Clinton.
",
"Fmr. Gov. &amp; Pres. candidate  was just on  where he issued a strong endorsement for John Kasich.
",
"ENDORSED: ""We dont even understand how the choice for the Republican nomination can be anything but crystal clear."" ",
John Kasich again showing America the toughness and substance necessary of a Commander-in-Chief. #Decison16,
John Kasich just showed why US experts in  believe he's best prepared to lead. #Decision2016,
"The world needs America to lead. 
America needs a Commander-in-Chief who is ready on Day One. 
#KasichTownHall ",
Our national security is far too important to leave in inexperienced hands. John Kasich is ready. #Decision2016,
"In the new CBS poll vs Hillary Clinton, John Kasich wins 83% of GOPers, Cruz &amp; Trump win 82%. #Decision2016

",
"A 50-state survey of 44,000 voters is very telling:
Kasich can defeat Hillary. Trump &amp; Cruz can't. 
",
"Here's the map Gov. Kasich is referring to. #KasichTownHall 

Kasich is the GOP's only hope of defeating Hillary. ",
"Immigration reform starts with securing the border. #KasichTownHall 
 ",
"True leaders plant hope, not fear. #KasichTownHall
",
Mike's Deli. And it was delicious. -John,
In NYC and just ran into one of the all-time great Buckeyes. Good luck in the draft,
"This reckless behavior is unacceptable. As POTUS, John Kasich will stand up for our security and that of our allies. ",
Going to be up late? Tune in to NBC's  TONIGHT to see John Kasich!,
Former Rhode Island Governor Lincoln Almond endorsed Gov. Kasich today! Read more here:,
"Make sure you catch these highlights from the #KasichFamily event on CNN from earlier this week.
",
Our grassroots teams in Maryland &amp; Pennsylvania need your help to reach voters! Sign up:,
"""Kasichs qualifications are all the clearer  screamingly so  when matched against those of competitors"" ",
Watch the governor live,
"We need you!

Be a part of our growing grassroots team in Maryland &amp; Pennsylvania! 
Sign up:  ",
"Choose leadership that serves.

Watch and  these highlights from John Kasich's acclaimed ""Two Paths"" speech.
",
"""Ohio Gov. John Kasich is the only candidate who could beat Clinton in November. Both Trump and Cruz would lose.""

",
"New 40,000 person study shows Cruz  &amp; Trump losing badly to Clinton. 

Kasich wins. 

 ",
"ICYMI, the #KasichFamily made a big impression last night on CNN. ",
"My prayers go out for the family &amp; fellow officers of Cols. SWAT officer Steven Smith. 'Blessed are the  Matt. 5:9 
-John",
"""If I were Kasich, I'd do exactly what he's doing."" -Sen.  

 ",
"There are two paths.
",
"Gov. Kasich's ""Two Paths"" speech is getting noticed. Here's the recap &amp; full video in case you missed it: ",
"""Authentic."" ""Genuine."" ""Like that family down the street."" ""So down to earth and relatable.""

#KasichFamily
",
"""A political strategy based on exploiting Americans instead of lifting them up inevitably leads to divisions."" ",
"""This is the path I believe in.""

#TwoPaths #Kasich4US ",
"""The power is within each and every one of us.""

#TwoPaths #Kasich4Us ",
Some think that the anger some Americans are expressing is defined by some nostalgic look backward for simpler times,
Have you seen the Kasich action plan to make America safer &amp; stronger?,
"""Leading is serving."" 

#TwoPaths #Kasich4Us ",
"""This is what makes America great, not some politician or some law.""

Watch NOW on CNN.

#TwoPaths #Kasich4Us ",
"""We fight for what is good and what is right."" 

#TwoPaths #Kasich4Us ",
Tune in now to CNN to see John Kasich's major speech -- TWO PATHS. #Kasich4Us,
"Coming up at 10:30AM EDT, John Kasich delivering a major speech on Two Paths. 

WATCH: 
",
Did you miss last night's town hall with  Watch the full video here:,
"There are two paths -- and voters have a choice to make. 

Tune in at 10:30 AM EST.


",
"John Kasich's path is one of victory in November. The other candidates can't say the same.

#Hannity
",
"Great shot of the #KasichFamily tonight. 

Chip in and let's get them to the White House!  ",
John Kasich is the only Republican ready and able to take the fight to terrorism -- and win. #Hannity,
"""Id be for the most right, viable candidate who could win."" -William F. Buckley

#Hannity ",
John Kasich is right. He's the ONLY Republican who can defeat Hillary Clinton. #Hannity,
"As Reese Kasich reminded us tonight, we live in the United, not Divided, States. Let's get behind a uniter. #Hannity ",
A record to be proud of. #Hannity,
"Buckle up, America.

John Kasich's first 100 days in the Oval Office will shake things up.
",
John Kasich knew what it would take to get the budget balanced ... and he did it. #Hannity,
Here's the moment the governor is speaking about on  right now.,
Enjoy the #KasichFamily event on CNN? Flip over to  on  for the governor's town hall.,
Tune in tomorrow at 10:30am EST!,
Emma &amp; Reese are doing great! Read their blog post about their first time on the pres campaign trail:  #KasichFamily,
Like what you're seeing with the #KasichFamily on CNN? Let's make them the First Family! Chip in at  #CNNTownHall,
The best of John Kasich's dad jokes:  #KasichFamily,
Makeup is on and we're ready for our closeup! Tune in NOW to CNN. #KasichFamily,
"Convention, here we come. #KasichFamily #cnntownhall ",
Polls show only John Kasich consistently defeats Hillary Clinton. #KasichFamily,
The governor's daughters get ready to head to the studio after a New York dinner! Tune in to CNN at 9pm EST!,
"John Kasich will be giving a major speech tomorrow called TWO PATHS. Tune in at 10:30 EST: 
",
"Watch John Kasich's Troy, NY town hall LIVE now on ",
Tonight Gov. Kasich joins   in Saratoga Springs NY for a special town hall event. Don't miss it!,
Proud to receive the endorsement of Oregon's  this week:,
We keep saying -- the wind is at our backs.,
"Emma &amp; Reese are heading to NY! The Kasich girls will be checking in throughout the day before the CNN event at 9 ET
",
Looking forward to it! Visit  to register for our first Maryland event.,
"John Kasich's protestors came in yelling and using noise makers. 

They came out impressed w/ Gov. Kasich. 
See why.
",
"Tune in for a special  event with the Kasich family tonight at 9 from New York!
#NewYorkPrimary  ",
"How often do you see all the polls saying the same thing? 

John Kasich can &amp; will defeat Hillary Clinton this fall. ",
"Some candidates kick out protestors. John Kasich met with his. 

See what happened.

LINK: 
",
John Kasich will be on   this morning. Be sure to check your local listings!,
Thanks for coming!,
"Packed in Westchester, NY. ",
"LIVE: Watch Gov. Kasich now at  in New Rochelle, NY at ",
Wow.,
Thousands in Rochester to see John Kasich. The line wraps all the way around the block.,
"We're just 100 Days from the  in Cleveland. 

Keep our campaign going strong!  ",
"Incredible crowd at  in Syracuse last night! You've been quite the host, New York.  ",
Proud to receive the endorsement of California Assembly Republican Leader,
"Loved  fantastic food, great staff, wonderful owners. -John",
On fire.,
Looks good!,
"Fmr CIA/NSA head Gen. Hayden: ""Gov. Kasich has serious proposals to strengthen our military""  ",
Two Reagan Nat Sec advisors have endorsed John Kasich. Bud McFarlane &amp; Richard Allen:,
John Kasich's advisory team has 38 of the brightest and most experienced minds in Nat'l Sec,
"John Kasich does. 

 ",
"If you're attending our events in Syracuse, Rochester &amp; Westchester, be sure to check out our  filter. ",
Looking forward to it!,
"Proud to be the first in Connecticut!

",
"Want to stop Hillary Clinton from winning the White House? There's just one choice. 

John Kasich.
",
The  is predicting that John Kasich will be the Republican nominee. See why:,
In case you missed it: The  says Gov. Kasich is the right choice for America:,
"Thanks to the  for having the governor on this morning!

Learn more about John Kasich here: ",
John Kasich is live NOW with Dan Patrick on the  Tune in now by clicking here:,
"A good problem to have. 

""John Kasich moves Syracuse campaign event again as crowd keeps growing""

",
Want to help us win? Join Captains for Kasich at  #KasichForUs,
"""Kasich is the only Republican in the race who consistently beats Hillary Clinton in a head-to-head matchup"" 

",
"NEW AD up in New York: ""One choice to stop the Clinton political machine -- it's John Kasich.""
",
"NEW VIDEO: New York. New York.
",
Love it!,
On the big screen in Times,
"""[Kasich's] warm greeting contrasted sharply w/ Wednesday's Bronx cheer for  was met w/protests &amp; boos."" ",
No doubt.,
John Kasich is in there,
It's great to be in the Empire State!,
"Our campaign is launching a new ad in New York. Check it out,  &amp; share with your friends in the Empire State!
",
"SABATO: Trump and Cruz damage down-ticket Republicans.

Why? Check out the numbers.  ",
Tonight Gov Kasich gave his State of the State address. Watch it in its entirety by visiting,
"Gov. Kasich: ""God bless America, God bless Ohio and God bless our futures together."" #OHSotS",
"""Together, we can move Ohio further down the path towards that vision of freedom, prosperity &amp; opportunity that we all believe in."" #OHSotS",
"John Kasich: ""Gerrymandering needs to be on the dustbin of history."" #OHSotS",
"Thx to Ohio reforms, doctor shopping has dropped by 70 percent over the past five years, a big win in fight against Rx drug abuse. #OHSotS",
John Kasich calls for Ohio to accelerate tax cuts to get more money back in the hands of taxpayers faster. #OHSotS,
"John Kasich is making Ohio competitive again, diversifying the economy and creating jobs. #OHSotS ",
College Credit Plus has saved Ohio students $50 million. Real solutions for real problems in Ohio. #OHSotS,
John Kasich took on the challenge of improving community and police relations. That's leadership. #OHSotS,
"Thanks to Ohio's stronger economy, the Buckeye State is able to support education at record levels.  #OHSotS",
John Kasich started  to encourage parents &amp; mentors to talk with kids about the dangers of drug abuse. #OHSotS,
"Today there are thousands of job openings across Ohio with more than 80,000 jobs making over $50k+ on  #OHSotS",
"Without a doubt, Ohio's Third Grade Reading Guarantee is making a positive difference across Ohio. #OHSotS ",
"Fiscal responsibility, commonsense regs &amp; tax cuts. 
Kasich works for Ohio &amp; he will work for America. #OHSOTS ",
"""The spirit of our state is in the people sitting next to us and the people we know at home."" #OHSotS",
"$8B deficit  $2B surplus, $5B tax cut, Balanced Budget

350k jobs lost  400k+ new jobs

Ohio is on the comeback w/ Gov. Kasich #OHSotS",
Tune in to C-Span now to watch John Kasich's State of the State address from Marietta. Also streaming live:  #OHSotS,
Proud to support  Buy cookies to benefit the cause April 11-17 in Central Ohio Panera Cafes -John,
"Heading down to Marietta soon for my State of the State address. Watch tonight at 7pm on  -John

#OHSotS",
A lot of opportunities to see John Kasich around New York this week. Check out the details here:,
"With no candidate gaining a majority of delegates and an open convention a near certainty, the choice is clear.

",
"Only John Kasich has the trust of experienced national security experts.

Good to have  on board! ",
Very soon! Please check back at our events page:,
"Nothing is more important than winning back the White House in November.

Only John Kasich can make that happen. ",
"In case you missed it: Turnout for last night's town hall in Huntington, NY was incredible.  ",
"America needs a president who can do what he says he's going to do. For Bob in Wisconsin, that's John Kasich.
",
Why are Trump &amp; Cruz turning up the heat? They know only John Kasich can secure the nomination AND win in November.,
"Need another reason to hop aboard the Kasich train? Check out our top 5 list:
 ",
"""Any combat veteran should have immediate access to health care wherever they need it.""


",
"All eyes are on you, Wisconsin! John Kasich needs your vote.

Find your polling location at  ",
" Messrs. Trump and Cruz really fear is that the convention might want to nominate a potential winner."" 

",
Thank you for hosting!,
Thx  for the opportunity to broadcast our message of optimism and results loud and clear tonight in NY. #greta,
"It's time for America to make reforms that hold our politicians accountable so we can really get things done. #greta
",
"The past eight years have made it very clear why experience matters. #greta
",
"Make no mistake, experience matters. #greta ",
"As president, John Kasich is going to make sure our nation gives our veterans the support they need. #Greta ",
John Kasich is right. He is dominating polls against Hillary Clinton. The others? Not so much. #Greta,
John Kasich has a strong record in Ohio of selecting judges who do their job and interpret the constitution. #greta,
Like what you're hearing on #Greta's town hall event on Fox? Chip in to keep our campaign going strong:,
John Kasich is on #Greta showing the substance required to be Commander-in-Chief. Check out his nat sec plan here:,
John Kasich has made sure Ohio takes workforce training seriously. Check out some of his initiatives here:,
Only John Kasich knows what it takes to bring jobs back home to American shores. #greta,
Gov Kasich knows what it takes to break the status quo and solve problems. He'll do it again as president. #Greta,
"John Kasich understands that real problems need real solutions. He's done it before, he can do it again. #greta ",
An incredible turn out for our town hall tonight in Long Island. Our apologies to all who couldn't make it inside!,
Are you watching Gov. Kasich on #Greta? Tune in to Fox News NOW.,
Only John Kasich has serious solutions for serious problems.,
"Almost your turn, Wisconsin! Find your polling location at  &amp; vote for John Kasich tomorrow! ",
Looking forward to it!,
"Watch the video, then see what Trump and Cruz are so worried about here:  ",
Three screenshots from RealClearPolitics that perfectly explain why Trump and Cruz are so scared of John Kasich.,
"Thanks for coming out, Hofstra!

Join our team at  ",
"New poll shows Kasich defeating Hillary Clinton while Trump and Cruz lose.

As usual.

",
John Kasich is LIVE now in Hofstra. Watch here:,
"Donald Trump doesn't want to run against John Kasich. 

Here's why:  ",
"Fmr WI Gov. Tommy Thompson backs John Kasich because America needs a president ready on Day One.
",
"That's not how our republic works, Donald. 

We'll keep fighting until someone reaches a majority of delegates.  ",
Baseball is back! Happy #OpeningDay! -John,
Check local listings for Gov. Kasich's exclusive interview with  tomorrow morning!,
"It's the longest &amp; most successful alliance of the past 100 years. 

Yes, it must innovate. Disbanded? No way. 

",
Tune in tomorrow!,
"""[Kasich is] the perfect candidate for president, with the right balance of experience and success""  

",
Gov. Kasich chatting w/ some Burlington EMTs before our WI town hall. Watch it live here:,
"Visit  to watch a live feed of Gov. Kasich's town hall in Burlington, WI this morning!",
"Records matter. 

America needs a president who knows how to get things done. ",
Good morning! Don't miss Gov. Kasich on   at 9am EDT today. #KasichForUs,
Thanks for your support! #Kasich4Us,
"Gov. Kasich enjoyed being back in his native state at a town hall in Hershey, PA this morning! #KasichForUs ",
"Ohioans have created more than 400,000 private sector jobs on John Kasich's watch. ",
Thanks  for the kind words &amp; support.,
"We're coming your way, New Yorkers! Register for an event at  ",
"One hour left until the fundraising deadline! Chip in and let's keep our momentum growing. 

",
"The past 24 hrs made it clearer than ever, Donald Trump is not ready to be President. America still has a choice.
",
Great to have you on board!,
"""In seven of those conventions, the GOP did not nominate the person who came in with the most delegates."" ",
No contest: John Kasich is the ONLY Republican who can beat Hillary in November. #KasichForUs,
"You'll want to see John Kasich's incredible interview on Trump &amp; other issues from Good Morning America this AM.
",
"""Donald Trump is not ready to be Commander in Chief."" ",
Ready to hop aboard the Kasich train? Chip in at   #Decision2016,
"Need another reason to vote for John Kasich?

He's the only Republican who can win in November.

#Decision2016 ",
Wages in Ohio are growing faster than the national average. How can we raise wages nationwide?  #Decision2016,
Gov. Kasich's Task Force on Community-Police Relations is making strides in healing divisions &amp; mistrust in Ohio:,
"Time to get tough on North Korea &amp; find solutions.

#Decision2016 ",
Gov. Kasich was one of the first to call for a coalition to defeat ISIS:  #Decision2016,
Looking for a leader who can get things done? John Kasich delivers. #Decision2016,
"John Kasich has what it takes to step into crisis and lead from Day One.

#Decision2016 ",
What can Gov. Kasich do as president? Just take a look at what he's done as governor of Ohio. #GOPTownHall,
"We have our challenges, but they can be overcome.

 

#GOPTownHall",
"Jobs, jobs, jobs.

In Ohio, Gov. Kasich has helped create over 400k of them. #GOPTownHall ",
Tune in NOW to see Gov. Kasich on,
"GALLUP: ""Kasich now has the most positive net favorable rating of any of these five candidates."" ",
"Id be for the most right, viable candidate who could win.
 William F. Buckley

",
"While others talk, it's John Kasich with the vision and experience to shake up Washington and move America ahead.
",
If you follow  we can PM you with more info :),
Thank you for your support!,
Among Gov Kasich's 37-member nat'l sec team are 2 fmr Reagan Nat'l Sec advisors. That's 2 more than everyone else.,
In case you missed it: Yesterday the Milwaukee  endorsed Gov. Kasich!,
". Donald Trump says NATO is obsolete. Is it?

John Kasich: Well, of course it's not. That's absurd.
",
"America needs a president who knows what it takes to get things done and has the record to back it up. 
#GOPTownHall
",
Pls consider chipping in $10 or more before the Thursday March deadline! #Kasich4Us  One week from the WI Primary!,
Like what you heard tonight? Show your support and let's keep this campaign moving forward! Chip in at  #GOPTownHall,
The big difference between John Kasich and the other candidates? He's gotten things done. #GOPTownHall,
Check out  to learn our plan to support small business and create opportunity for job creation. #GOPTownHall,
"Not only has John Kasich eliminated the estate tax in Ohio, he's completely phasing out income taxes for small biz in Ohio. #GOPTownHall",
Renewing our alliances takes statesmanship. John Kasich is up to the task.  #GOPTownHall,
"America needs a leader who can make free trade work for Americans. 
#GOPTownHall ",
This is John Kasich. #GOPTownHall,
"Results &gt; Rhetoric 

 

#GOPTownHall",
"It wasn't easy, but John Kasich got the job done and balanced our nation's budget. #GOPTownHall ",
"FACTS.

#GOPTownHall ",
"He's said it before &amp; he'll say it again:

John Kasich won't take the low road to the highest office in the land.

#GOPTownHall",
John Kasich said NO to an Obamacare state exchange and has made real reforms for Ohio. #GOPTownHall,
"""We can't afford polarization."" 

#GOPTownHall ",
". has more national security experience than ANY other candidate in the race.

#GOPTownHall ",
John Kasich's 37-person nat'l security advisory team is ready to go. Learn our plan:,
Check out some more open convention history here:,
"Fact: Only John Kasich wins in November.

#GOPTownHall ",
"John Kasich is coming up on CNN's #GOPTownHall.

While you wait, catch up on John Kasich's 1st 100 Days.
",
"This week John Kasich provided a strong, substantive answer on NATO's role in the world:  #GOPTownHall",
"As the #GOPTownHall continues, the Milwaukee-Journal Sentinel today endorsed John Kasich:   ",
"""John Kasich alone is uniquely qualified ... to protect our nation."" #GOPTownHall ",
#GOPTownHall,
The only one who is ready to be Commander-in-Chief. #GOPTownHall,
"A reminder. We have to make our children proud. 

",
Since 2011 400k+ Ohioans have gained a new job. And right now on  there are more than 170k job openings. #GOPTownHall,
Learn about the significant reforms John Kasich has made in Ohio to fight opiate abuse:  #GOPTownHall,
"Our presidential campaigns &amp; candidates should set an example for our young people.

From today's town hall in  ",
"LIVE: Watch  hold a town hall event in Waukesha, Wisconsin. ",
"What did John Kasich think about Donald Trump's foreign policy outline in the NYT? 

Listen to this.
",
"Fmr WI Gov. Tommy Thompson: ""I think a vote for Donald Trump and Ted Cruz is a vote for Hillary Clinton.""
",
Support  from home by joining our National Phone From Home Program!,
"Read this. 

",
Coming up in 5: Don't miss Gov. Kasich on  #KellyFile w/ Martha McCallum at 9pm ET!,
"Phenomenal crowd in Madison tonight. Loving the enthusiasm, Wisconsin! #KasichForUs ",
America deserves a president with the experience and substance necessary to lead as Commander-in-Chief.,
"RCP Gen. Election Polling:

Key States where John Kasich wins: PA, MI, OH, NH
Key States where Trump &amp; Cruz lose: PA, MI, OH, NH, FL, WI, VA",
"Want to stop Donald Trump?  gives you something to think about.
",
Learn more here:,
Watch Gov. Kasich's full interview on this morning's,
"""Let us remember the victims ... as we gather strength and resolve to defeat all who threaten our values."" ",
"From my family to yours, have a blessed and happy Easter! -John ",
He is risen.,
"If you didn't catch  interview w/  on  this week, it's airing again tonight at 7PM EDT!",
Americans shouldn't have to be nervous about their jobs going overseas. John Kasich has actually brought jobs home.,
Let's not forget America's national debt stands at $19.2 trillion. We need a balanced budget.,
How about we talk issues? America needs a steady hand with the experience to lead the fight against terrorism.,
"When integrity matters more than attention, taking the high road comes naturally. #KasichForUs
",
"If you think it can't be done, ask  to do it. ",
#TBT: When the Kasichs hit the campaign trail in New  it paid off!,
"You can count on  to prove the naysayers wrong. It's kind of his thing. #Kasich4Us
",
Get the latest campaign news &amp; updates by downloading the #TeamKasich mobile app today!,
No fewer than 6 polls this week show  ahead of Hillary Clinton. Now that's electability!,
"The ""pendulum swings"" to John Kasich.

 ",
"More evidence that John Kasich is key to stopping Trump and defeating Hillary Clinton.
",
"NEW PA POLL: ""There is no doubt this is a huge rise [for John Kasich]. 

",
". editors have a message for John Kasich: Stay In. 

 ",
,
"New poll is third straight w/ the same result. 

Only John Kasich defeats Hillary Clinton. 

 ",
"""Kasich is the real deal, making it crucial we elect him as our next president."" ",
Tune in now!,
"Very well said. It's ideas and serious, honest debate that can drive America forward as it has for nearly 240 years. ",
"New poll shows 1 on 1, Cruz allows Trump to max out on delegates. We must keep it a three-way race going forward:  ",
Don't forget.,
"Utah, make sure you attend your caucus tonight and show your support for John Kasich!

INFO: 
",
". in high demand tonight! Catch him on  at 6:05PM EDT,  at 6:15,  at 7 &amp;  at 8:15.",
"Utah, it's time to get behind John Kasich! Caucus is tonight at 7pm. Get more info here:  ",
"The culture of hatred and death perpetrated against our Israeli allies is unacceptable. #AIPAC2016
",
Happening now: Gov. Kasich's about to respond to the #Brussels attacks from Minneapolis. Watch LIVE below.,
"It's time to come home, Mr. President. #Brussels
",
"John Kasich this AM showing the depth &amp; seriousness necessary of a Commander-in-Chief ready to fight terrorism.
",
The president must return home immediately and get to work with our allies to respond with strength against the enemies of the west.,
We must strengthen our alliances to root out evil. Not dismantle them. #Brussels,
Gov. John Kasich's statement on the terrorist attacks in #Brussels.,
