text,location
   This is my home #volunteer office:   Please follow &amp; help us win CA for #BernieSanders!  
"#whenisayhillaryyousay is she a corporate cybor #berniesanders will win This videos says it all
#beginthechantnow
"
  Remarkable how Hil supporters actually mocking my attending #BernieSanders deleg caucus. When did taking part in polit proce
"Gaius Publius: Hillary Clinton Won New York, But Her Image Is Underwater #NakedCapitalism  #BernieSanders"
"#BernieSanders video from today regarding his current stance  #Bernie2016 #mayday #feelthebern #ElectionFraud #b4p 
"
  This is my home #volunteer office:   Please follow &amp; help us win CA for #BernieSanders!  #FeelTheBern ht
#BernieCrats &amp; Independents are #StrongerTogether and can pull-off a #BernieSanders victory! #BernieOrBust! 
"We need to overthrow, not vote for, this system. #BernieSanders #Hillary2016  "
Vote for Bernie #BernieSanders #Bernie2016 #BernieMayDay #BernieStrong #BernieIsBest #IndianaPrimary #VoteBernie  
  A line wraps around the building to vote for #BernieSanders delegates in WestlakeVillage today. 
"   No #Democrats have any business voting for #BernieSanders, who helps no Dems
#INprimary #Indiana #IndianaP"
  #NeverHillary #BernieSanders #FeelTheBern A vote for Hillary is a vote for Trump! 
  #BernieSanders voters always know in advance what you're facing. #VoterSuppression is a tool of the Old dogs Dem&amp;GOP http
"  Check for live coverage at 7pm,  is here! Thank you #BernieSanders  #FeelTheBern #INPrimary #gotv "
 american121: #HillaryClinton #BernieSanders #DonaldTrump #TedCruz #JohnKasich - Right Here Is Proof of their i 
"   No #Democrats have any business voting for #BernieSanders, who helps no Dems
#INprimary #Indiana #IndianaP"
#BernieSanders To National Press Club: Contested Convention Possible  #FeelTheBern #StillSanders #politicalrevolution
 you must let the people know about this so they don't get screwed out of their vote!!#BernieSanders 
"  4000 #BernieSanders supporters march through Downtown #LosAngeles - April 30th.  #Feelthebern #NotmeUS #Revolution
htt"
Hey #Cali - Do the Right thing! Vote #BernieSanders !!! Save our Country! 
"  #BernieSanders Supporters on Road to Insurrection in Democratic Party? W/ 
  t."
  Jane Sanders emerges as Bernie's go-to messenger | TheHill #BernieIsBest #BernieSanders #BernieOrBust #Bernie2016  t
"is this cute, or is this cute? #berniesanders  "
"  Here's  coverage of #BernieSanders ""float"" #LA rally. #Feelthebern #LosAngeles #CaliforniaforBernie #NotmeUS
h"
  #HillaryClinton #BernieSanders #DonaldTrump #TedCruz #JohnKasich - Right Here Is Proof of their intent to divide US. https
  Awesome. #ImNOTwithHer #ImWithHim #Bernie2016 #BernieOrBust #BernieSanders #AlwaysSanders #NeverHillary #NeverTrump t
  Love my Bernie groups!Amazing ppl unite everywhere! #BernieStrong #berndownforwhat #BernieSanders #BernieRevolution https:
"  #BarackObama in surprise swipe at HC  Again, he sounds like he wants to endorse #BernieSanders"
 #BernieSanders fans actively ignore facts about socialism and about #Bernie   
In reality #BernieSanders only won 2 states of consequence -- Wisconsin &amp; Michigan. There was no revolution. #FeelTheBern #ImWithHer
"  #BernieSanders supporters hold rally, march in #TheStreetsOfLA #DTLA  "
A line wraps around the building to vote for #BernieSanders delegates in WestlakeVillage today. 
  This is my home #volunteer office:   Please follow &amp; help us win CA for #BernieSanders!  #FeelTheBern ht
  Awesome. #ImNOTwithHer #ImWithHim #Bernie2016 #BernieOrBust #BernieSanders #AlwaysSanders #NeverHillary #NeverTrump t
"I still hope #BernieSanders wins, any other candidate would bomb every #WHCD"
"  4000 #BernieSanders supporters march through Downtown #LosAngeles - April 30th.  #Feelthebern #NotmeUS #Revolution
htt"
 TRUMP THEN #BernieSanders IS UP    WILL U MAKE A TRADE DEAL WITH UK IF VOTES OUT OF 
Remarkable how Hil supporters actually mocking my attending #BernieSanders deleg caucus. When did taking part in polit process = bad thing?
"   No #Democrats have any business voting for #BernieSanders, who helps no Dems
#INprimary #Indiana #IndianaP"
"Watch, listen: #BernieSanders press conference Sunday May 1.
Our man no quitter!! Even facing #PACs, #superdelegates "
  Awesome. #ImNOTwithHer #ImWithHim #Bernie2016 #BernieOrBust #BernieSanders #AlwaysSanders #NeverHillary #NeverTrump t
"
#whenisayhillaryyousay moving to Canada unless #berniesanders wins
This videos says it all
"
  I don't think the DNC wants to win the election. Think I'm wrong? Do the Math! #BernieSanders #FeelTheBern 
#BernieSanders Predicts There Will Be A Contested Democratic Convention #politics -  
 #Wisdom_of_a_Democrat: Voters need to consider #BernieSanders as the best choice for the Democrats. #BernieSanders speaks the truth
  Bernie trounces Hillary in open primary states. In the General all elections are open. #WhatTheyDontWantUsToKnow #FeelThe
: Delegate Caucus for #BernieSanders underway in Oakland! (Very LOUD!) 
  Social Democracy Means You Actually Get Something For Your Tax Dollars .. #FeelTheBern #BernieSanders 
At the caucus for #berniesanders !! #voting @ Way 2 Much Entertainment 
Hillary Supporters Shut Down Pro-Bernie Sanders Facebook Groups  via  #berniesanders
  Bernie trounces Hillary in open primary states. In the General all elections are open. #WhatTheyDontWantUsToKnow #FeelThe
Delegate voters line up for #BernieSanders district caucus at   
#BernieSanders can run as a Green if he loses democratic nomination #SpreadTheBern #FeelTheBern  via 
  Time For #Hillary Clinton To Concede To #BernieSanders  #FeelTheBern #BernieOrBust #CAPrimary #Clin
  We are still alive through #SuperTuesday &amp; ready to take CA for #BernieSanders! #StillSanders #FeelTheBern #NotMeUs https
"   No #Democrats have any business voting for #BernieSanders, who helps no Dems
#INprimary #Indiana #IndianaP"
  Jane Sanders emerges as Bernie's go-to messenger | TheHill #BernieIsBest #BernieSanders #BernieOrBust #Bernie2016  t
"  4000 #BernieSanders supporters march through Downtown #LosAngeles - April 30th.  #Feelthebern #NotmeUS #Revolution
htt"
"  Vote #BernieSanders !

Change the system !!  Do it now ! "
  #LosAngeles love for #BernieSanders! #Bernie2016 
  Bernie trounces Hillary in open primary states. In the General all elections are open. #WhatTheyDontWantUsToKnow #FeelThe
"  #California
#Guam
#Indiana

If you #DoYourResarch, I guarantee you will vote for #BernieSanders!

#FeelTheBern 

"
"Support the march in Cali, voters Oregon &amp; Indiana with 35K PhoneBank today!  #BernieSanders "
"  Support the march in Cali, voters Oregon &amp; Indiana with 35K PhoneBank today!   #BernieSanders htt"
"  In line to vote for #BernieSanders delegates! Yes, there's a long line. Pics coming. 1/2 #StillSanders "
