We are sending a clear message to the billionaire class: you cant continue to get huge tax breaks while children in this country go hungry.
"Corporate greed is a scourge on this country, and it will take all of us standing up for justice in order to rein it in."
Today is a very important day for our political revolution. Chip in before our midnight FEC deadline here:
"United Technologies  a multi-billion dollar company  wants to move 2,100 American jobs abroad. Stand with workers: "
"Together, we have become the largest grassroots campaign in the history of presidential politics. #NotMeUs
"
I want to thank United  Local 1999 for endorsing my campaign for president.
Oregon  lets show the billionaire class that you are committed to winning Oregon for Bernie.
"Indiana  you vote for Bernie this Tuesday, May 3. Sign up for a reminder: "
"Since the passage of NAFTA in 1994, Indiana has lost 113,000 good paying manufacturing jobs.
"
The question youve gotta ask yourselves at the polls is: are you gonna stand with the sick and the poor or Big Pharma and Wall Street?
The fracking industry admits what we already knew. Fracking hurts poor communities. We must ban fracking.
"Instead of giving tax breaks to millionaires, we are going to create an economy that works for all of us, not just the 1 percent."
"As president and commander-in-chief, I will defend this nation, but I will do it responsibly.
"
The Democratic Party has gotta make it clear that they will fight for automatic voter registration for everyone over 18.
Want to help Bernie win? Calling voters is one of highest impact things you can do to help our campaign. Start here:
What this campaign is about is whether we can mobilize our people to take back our government from a handful of billionaires.
"Right now a billionaire pays the same amount of money into Social Security as someone who makes $118,500 a year. Time for a change."
"New Mexico: remember, you must be registered to vote as a Democrat by Tuesday, May 10 to vote for Bernie. "
"Bernie is taking the stage at the Eugene, Oregon Future to Believe In Rally. Tune in live here: "
"We don't go around hustling millionaires and billionaires for money. Never have. Never will. We count on you. 
"
"Today we remember those we've lost to unsafe working conditions, and recommit to creating safe workplaces and empowering unions. #IWMD16"
29 million Americans still have no health insurance. A Medicare-for-all system would guarantee health care as a right.
We need a progressive income tax so we dont have a situation where billionaires end up paying an effective tax rate lower than nurses.
"This is a movement made of millions of people. This is not about Bernie Sanders, Hillary Clinton or Donald Trump. This is about you."
"This election is not just about electing a president. Far more significantly, it is about transforming America."
"Bernie is about to take the stage at  at the Bloomington, Indiana rally. Tune in live here: "
"In the last few decades there's been a massive redistribution of wealth in the  Unfortunately, it has gone in the wrong direction."
We need to provide a path to citizenship for the millions of undocumented immigrants in our country and we need to keep families together.
We need to end minimum sentencing. Too many lives have been destroyed for non-violent crimes.
"In many states, it is legal to fire someone for being gay or to deny someone housing for being transgender. That must change."
A college degree is the new high school diploma. An education should be available to all regardless of anyones economic situation.
Let me tell you something: there is nothing we've said in this campaign that is pie-in-the-sky or utopian. Nothing.
Rhode Island: thank you for turning out and voting for our political revolution!
"PA, RI, CT, MD and DE: you still have time to go vote! Text FIND to 82623 for your voting location and go vote for Bernie."
"Today, we are going to say loud and clear the billionaire class cannot have it all. Grab a friend and go vote! "
"Go vote on this primary day to create a government of the people, by the people and for the people.
"
"Voting for Bernie today in the PA, RI, CT, MD or DE primary today? Use #iVoted and share this image! "
"If there is a large voter turnout, we will win. Can you call voters today and get them to the polls? "
Pennsylvania  go forward and tell the world you are going to lead this country into a political revolution.
"This is a peoples campaign. The most important thing you can do today if you live in PA, RI, CT, MD or DE is vote: "
It's immoral and unjust to leave tens of millions of Americans without health care. Any health care plan must address that issue.
"I'm motivated by a vision which exists in all the great religions: do to others what you would have them do to you.
"
"PA, RI, CT, MD and DE: you vote today! Don't know where to vote for Bernie? Text FIND to 82623 for your location. "
"Maryland, Connecticut, Delaware, Pennsylvania and Rhode Island  today we vote. Get to your voting location and join history in the making."
"Maryland, Connecticut, Delaware, Pennsylvania and Rhode Island  you vote tomorrow! Make a plan to vote: "
I dont believe it is a radical idea to say that someone who works 40 hours a week should not be living in poverty.
This is shameful. The model for media is six-second sound bites and an unwillingness to talk about real issues.
"The energy, intelligence and idealism of young Americans have been the greatest agents for change in this country.
"
"When you're sick, you shouldn't have to worry about finding the money to go to a doctor."
"Loudly and clearly, we must tell the Republicans: no, we will not cut Social Security benefits for seniors and disabled veterans."
"It should be the people on top who see an increase in their taxes, not the working people of Philadelphia. "
"Unbelievably, and grotesquely, the top one-tenth of 1 percent owns nearly as much wealth as the bottom 90 percent."
Our opponents are funding their campaigns with checks from billionaires and Wall Street. Not us. Join our movement:
"Brothers and sisters, we are going to change our national priorities. 
"
Diplomacy and doing everything we can to avoid a war is not weakness. It is intelligence. It is strength.
"In 2015, McDonald's CEO saw his pay go up from  million to nearly $8 million. Yet 15 bucks an hour is too radical for his employees."
"Today, the CEOs of the largest corporations in America make over 300 times what typical workers earn. That is not only wrong, it is immoral."
